Class, AC Molar Ratio
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050ACLA,0.845444983
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
5050AALA,0
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACAA,0.914509503
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010ACLA,1.024060121
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
9010AALA,0
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AC,1.137844578
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100AA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
100LA,0
